address_id,address,district,city_id,postal_code,phone,last_update
399,*********************,*******,181,***,53737*****,2006-02-15 00:45:30.000000 +0000
398,*****************,*******,278,****,73722*****,2006-02-15 00:45:30.000000 +0000
397,*******************,***********,6,*****,47808*****,2006-02-15 00:45:30.000000 +0000
396,*******************,*****,229,*****,66773*****,2006-02-15 00:45:30.000000 +0000
395,*********************,************,358,*****,17528*****,2006-02-15 00:45:30.000000 +0000
394,*****************,*******,157,****,46451*****,2006-02-15 00:45:30.000000 +0000
393,******************,****************,104,*****,42625*****,2006-02-15 00:45:30.000000 +0000
392,***********,*****,315,*****,90023*****,2006-02-15 00:45:30.000000 +0000
391,******************,***********,258,*****,61996*****,2006-02-15 00:45:30.000000 +0000
390,****************,*******,521,*****,77603*****,2006-02-15 00:45:30.000000 +0000
389,*******************,*******,210,*****,55030*****,2006-02-15 00:45:30.000000 +0000
388,********************,******,360,*****,10643*****,2006-02-15 00:45:30.000000 +0000
387,*******************,*************,322,*****,48639*****,2006-02-15 00:45:30.000000 +0000
386,***********************,,493,*****,93435*****,2006-02-15 00:45:30.000000 +0000
385,***************************,*******,549,*****,82147*****,2006-02-15 00:45:30.000000 +0000
384,****************,*******,73,*****,92481*****,2006-02-15 00:45:30.000000 +0000
383,******************************,*********,471,*****,71857*****,2006-02-15 00:45:30.000000 +0000
382,*****************,**********,265,*****,34272*****,2006-02-15 00:45:30.000000 +0000
381,******************,******,285,*****,96846*****,2006-02-15 00:45:30.000000 +0000
380,************************************,**********,348,*****,40931*****,2006-02-15 00:45:30.000000 +0000
379,******************,**********,572,****,60026*****,2006-02-15 00:45:30.000000 +0000
378,*****************,****************,523,****,45554*****,2006-02-15 00:45:30.000000 +0000
377,****************,*********,415,*****,44036*****,2006-02-15 00:45:30.000000 +0000
376,***************,****************,98,*****,33339*****,2006-02-15 00:45:30.000000 +0000
375,**********************,*********,191,*****,96050*****,2006-02-15 00:45:30.000000 +0000
374,********************,*********,250,*****,56172*****,2006-02-15 00:45:30.000000 +0000
373,**************,*******,356,*****,32047*****,2006-02-15 00:45:30.000000 +0000
372,***************,**************,8,****,16689*****,2006-02-15 00:45:30.000000 +0000
371,*******************,*********,50,*****,99883*****,2006-02-15 00:45:30.000000 +0000
370,******************,*******,377,*****,63444*****,2006-02-15 00:45:30.000000 +0000
369,*****************,*******,188,*****,15124*****,2006-02-15 00:45:30.000000 +0000
368,*************************,*******,372,*****,56836*****,2006-02-15 00:45:30.000000 +0000
367,*******************,***,66,****,67512*****,2006-02-15 00:45:30.000000 +0000
366,**************************,******,585,*****,84537*****,2006-02-15 00:45:30.000000 +0000
365,******************,*******,32,*****,10239*****,2006-02-15 00:45:30.000000 +0000
364,********************,************,20,*****,29639*****,2006-02-15 00:45:30.000000 +0000
363,**************,*********,429,****,62071*****,2006-02-15 00:45:30.000000 +0000
362,*********************************,**********,90,*****,73896*****,2006-02-15 00:45:30.000000 +0000
361,****************************,**************,464,****,65049*****,2006-02-15 00:45:30.000000 +0000
360,*****************,*******,331,*****,14259*****,2006-02-15 00:45:30.000000 +0000
359,***************,********,461,*****,76468*****,2006-02-15 00:45:30.000000 +0000
358,*******************,*******,393,*****,75435*****,2006-02-15 00:45:30.000000 +0000
357,*******************,**********,52,*****,25654*****,2006-02-15 00:45:30.000000 +0000
356,***************,***********,597,*****,84095*****,2006-02-15 00:45:30.000000 +0000
355,***********************,********,531,*****,68919*****,2006-02-15 00:45:30.000000 +0000
354,******************,****************,221,*****,53912*****,2006-02-15 00:45:30.000000 +0000
353,*************,******,209,*****,55477*****,2006-02-15 00:45:30.000000 +0000
352,******************,**********,137,*****,62792*****,2006-02-15 00:45:30.000000 +0000
351,***************,******,320,*****,26274*****,2006-02-15 00:45:30.000000 +0000
350,********************,*******,453,*****,20064*****,2006-02-15 00:45:30.000000 +0000
349,******************,*********,370,*****,64536*****,2006-02-15 00:45:30.000000 +0000
348,****************,***************,335,*****,89561*****,2006-02-15 00:45:30.000000 +0000
347,*****************,*******,84,*****,69765*****,2006-02-15 00:45:30.000000 +0000
346,*******************,**********,151,***,71891*****,2006-02-15 00:45:30.000000 +0000
345,****************,*****,201,*****,87063*****,2006-02-15 00:45:30.000000 +0000
344,******************,*****,581,*****,62413*****,2006-02-15 00:45:30.000000 +0000
343,******************,************,392,*****,23138*****,2006-02-15 00:45:30.000000 +0000
